"targetloanstatus","creditpolicy","loanamnt","term","intrate","installment","grade","emplength","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"NoDefault","Y",21000,"36months",0.1149,692.4,"B",8,16.39,0,18,0.618,31,"N","N","Y","Gp5","Gp4","Y","debt_consolidation"
"NoDefault","Y",7200,"60months",0.1645,176.82,"E",1,14.19,2,8,0.296,15,"N","Y","N","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",20000,"60months",0.1186,443.48,"B",3,15.94,0,11,0.337,13,"N","N","N","Gp2","Gp2","Y","living_expenses"
"NoDefault","Y",4000,"36months",0.1484,138.35,"D",1,13.02,0,12,0.308,22,"N","Y","N","Gp2","Gp2","Y","debt_consolidation"
"NoDefault","Y",2000,"36months",0.1322,67.61,"C",0,6,2,6,0.544,6,"N","N","N","Gp1","Gp1","N","living_expenses"
"NoDefault","Y",8000,"36months",0.1472,276.23,"C",8,17.9,0,10,0.702,25,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.1,161.34,"B",2,5.46,1,5,0.434,8,"N","N","Y","Gp2","Gp2","N","business"
"NoDefault","Y",14000,"36months",0.1136,460.76,"B",9,21.92,0,10,0.651,31,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",2500,"36months",0.1059,81.37,"B",2,22.17,0,10,0.645,15,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"NoDefault","Y",5600,"36months",0.1442,192.55,"D",2,6.09,2,9,0.488,12,"N","N","Y","Gp1","Gp2","N","other"
"NoDefault","Y",14000,"36months",0.1284,470.66,"C",4,22.06,0,7,0.718,11,"N","N","Y","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","Y",21000,"36months",0.1426,720.43,"C",10,0.2,0,4,0.008,10,"Y","Y","Y","Gp5","Gp1","N","living_expenses"
"NoDefault","Y",15000,"60months",0.1689,371.91,"D",10,26.27,0,12,0.969,28,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",7500,"36months",0.1484,259.41,"D",1,23.86,3,23,0.859,33,"N","N","N","Gp2","Gp2","N","living_expenses"
"NoDefault","Y",9000,"60months",0.0788,181.98,"A",4,9.68,0,14,0.384,37,"N","N","Y","Gp5","Gp5","Y","car"
"NoDefault","Y",6000,"36months",0.1242,200.5,"B",2,11.68,0,6,0.632,7,"N","N","N","Gp1","Gp3","N","credit_card"
"NoDefault","Y",8000,"36months",0.1114,262.43,"B",3,15.13,0,14,0.699,26,"N","N","Y","Gp5","Gp5","N","debt_consolidation"
"NoDefault","Y",14000,"36months",0.0963,449.32,"A",10,13.06,3,21,0.094,44,"Y","Y","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",6000,"36months",0.1242,200.5,"B",10,12.02,1,19,0.837,49,"Y","N","Y","Gp5","Gp5","Y","other"
"NoDefault","Y",22500,"60months",0.1427,526.7,"C",10,20.56,1,9,0.672,18,"Y","N","N","Gp2","Gp5","Y","debt_consolidation"
"NoDefault","Y",5400,"36months",0.1178,178.8,"C",3,10.57,3,12,0.212,29,"N","N","Y","Gp2","Gp3","N","credit_card"
"NoDefault","Y",9000,"36months",0.0788,281.53,"A",0,19.68,0,11,0.204,21,"N","Y","N","Gp3","Gp2","Y","debt_consolidation"
"NoDefault","Y",16000,"36months",0.0788,500.5,"A",2,13.95,1,10,0.623,25,"N","N","Y","Gp5","Gp5","N","living_expenses"
"NoDefault","Y",7000,"36months",0.089,222.28,"A",0,16.9,0,6,0.04,12,"N","N","N","Gp1","Gp1","Y","living_expenses"
"NoDefault","Y",4800,"36months",0.1298,161.69,"C",0,5.88,0,4,0.971,5,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"NoDefault","Y",15000,"36months",0.0963,481.42,"A",2,16.56,0,11,0.311,28,"N","N","N","Gp3","Gp4","N","credit_card"
"NoDefault","Y",7000,"36months",0.0603,213.05,"A",10,28.42,3,8,0.411,31,"Y","N","Y","Gp1","Gp4","N","debt_consolidation"
"NoDefault","Y",12000,"60months",0.1862,308.79,"F",0,8.87,0,5,0.981,16,"N","N","N","Gp2","Gp3","Y","credit_card"
"NoDefault","Y",5000,"36months",0.1269,167.73,"B",10,23.28,1,8,0.012,52,"Y","N","N","Gp1","Gp1","Y","credit_card"
"NoDefault","Y",15000,"36months",0.1349,508.96,"C",4,6.93,0,10,0.718,17,"N","N","Y","Gp4","Gp5","Y","other"
"NoDefault","Y",12750,"36months",0.1533,444.05,"F",1,19.52,2,9,0.688,9,"N","N","N","Gp3","Gp5","N","credit_card"
"NoDefault","N",25000,"36months",0.1183,828.35,"B",0,15.7,0,19,0.38,42,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",15000,"36months",0.0963,481.41,"B",9,11.55,0,5,0.814,14,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.0894,381.26,"A",4,10.26,0,9,0.152,19,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"NoDefault","N",3000,"36months",0.0945,96.03,"B",1,3.6,1,6,0.107,6,"N","N","N","Gp1","Gp1","N","other"
"NoDefault","N",6000,"60months",0.1793,152.14,"E",4,23.16,7,8,0.533,10,"N","N","Y","Gp3","Gp2","Y","debt_consolidation"
"NoDefault","Y",22000,"36months",0.0788,688.19,"A",9,14.08,0,11,0.345,28,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",13750,"36months",0.0751,427.78,"A",0,24.89,0,8,0.32,11,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"NoDefault","Y",7600,"60months",0.1677,187.95,"D",1,16.52,2,6,0.727,21,"N","N","N","Gp1","Gp2","Y","other"
"NoDefault","Y",12000,"36months",0.1695,427.53,"E",10,16.53,3,7,0.873,10,"Y","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",4000,"36months",0.1629,141.21,"D",10,11.47,3,2,0.975,9,"Y","N","N","Gp2","Gp2","N","other"
"NoDefault","Y",6000,"36months",0.089,190.52,"A",5,15.88,1,12,0.344,15,"N","N","Y","Gp3","Gp3","N","debt_consolidation"
"NoDefault","Y",14000,"60months",0.1595,340.09,"D",10,8.45,1,8,0.428,26,"Y","N","Y","Gp2","Gp4","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.0894,158.86,"A",1,18.54,0,7,0.745,35,"N","N","Y","Gp1","Gp4","N","luxury"
"NoDefault","Y",5600,"36months",0.0676,172.31,"A",10,4.07,0,11,0.125,27,"Y","N","Y","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",5500,"36months",0.1287,184.99,"C",1,4.75,0,9,0.032,21,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",7200,"36months",0.0662,221.07,"A",7,8.11,0,5,0.065,13,"N","Y","Y","Gp2","Gp1","Y","debt_consolidation"
"NoDefault","Y",6000,"36months",0.1183,198.81,"B",1,4.48,1,3,0.683,5,"N","N","N","Gp1","Gp1","N","other"
"NoDefault","Y",8000,"36months",0.1385,272.84,"C",3,19.28,3,10,0.931,18,"N","Y","Y","Gp3","Gp5","N","luxury"
"NoDefault","Y",7000,"36months",0.0991,225.58,"B",10,7.39,3,15,0.423,38,"Y","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1199,398.52,"B",2,12.25,1,7,0.615,9,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"NoDefault","N",12000,"60months",0.1459,282.91,"D",10,22.49,1,15,0.521,28,"Y","N","Y","Gp2","Gp5","Y","debt_consolidation"
"NoDefault","Y",15000,"36months",0.1136,493.67,"B",3,17.61,3,9,0.7,25,"N","N","N","Gp2","Gp5","N","debt_consolidation"
"NoDefault","Y",4000,"36months",0.1533,139.32,"D",10,9.96,0,2,0,10,"Y","N","N","Gp3","Gp1","Y","other"
"NoDefault","Y",8000,"60months",0.1602,194.63,"D",5,17.48,3,4,0.097,27,"N","Y","N","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1149,395.66,"B",1,4.73,0,13,0.605,34,"N","Y","N","Gp3","Gp3","N","debt_consolidation"
"NoDefault","Y",25000,"60months",0.1974,658.74,"F",2,14.39,0,8,0.767,18,"N","Y","Y","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",19000,"60months",0.1171,419.87,"B",5,13.79,0,9,0.202,20,"N","N","Y","Gp3","Gp4","Y","credit_card"
"NoDefault","N",15000,"36months",0.1645,530.67,"E",9,20.09,4,10,0.747,26,"N","N","Y","Gp2","Gp3","N","other"
"NoDefault","Y",10600,"36months",0.1316,357.97,"C",4,19.49,0,5,0.601,18,"N","N","N","Gp2","Gp5","N","credit_card"
"NoDefault","Y",6500,"36months",0.0699,200.68,"A",10,17.66,1,7,0.351,17,"Y","N","Y","Gp2","Gp4","Y","living_expenses"
"NoDefault","Y",6000,"36months",0.1422,205.71,"C",4,15.65,2,16,0.932,28,"N","N","N","Gp3","Gp4","N","debt_consolidation"
"NoDefault","Y",1500,"36months",0.1218,49.95,"B",5,22.23,2,6,0.551,22,"N","N","N","Gp2","Gp3","N","other"
"NoDefault","Y",6250,"60months",0.1521,149.38,"D",3,15.86,1,18,0.682,26,"N","N","Y","Gp2","Gp5","Y","credit_card"
"NoDefault","Y",30000,"36months",0.1491,1038.64,"D",2,13.76,0,11,0.786,20,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",4000,"36months",0.0768,124.77,"A",10,13.45,0,7,0.074,23,"Y","N","Y","Gp1","Gp2","N","debt_consolidation"
"NoDefault","N",16000,"60months",0.1941,418.67,"F",10,24.62,5,13,0.552,29,"Y","Y","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",16000,"60months",0.1632,391.82,"D",10,24.37,2,16,0.518,46,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",18400,"36months",0.1929,677.18,"E",2,16.64,3,13,0.748,19,"N","N","Y","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","Y",2500,"36months",0.1565,87.47,"D",7,6.18,1,3,0.479,24,"N","N","N","Gp2","Gp1","Y","other"
"NoDefault","Y",3500,"36months",0.0662,107.47,"A",3,4.21,0,8,0.017,13,"N","N","N","Gp1","Gp1","N","other"
"NoDefault","Y",4500,"36months",0.1186,149.17,"B",5,23.92,2,9,0.615,18,"N","N","Y","Gp3","Gp2","N","debt_consolidation"
"NoDefault","Y",7500,"36months",0.0832,236.14,"A",0,3.74,1,5,0.271,8,"N","N","N","Gp2","Gp3","N","living_expenses"
"NoDefault","Y",15000,"36months",0.1435,515.22,"C",5,13.8,1,11,0.744,17,"N","N","N","Gp4","Gp5","N","debt_consolidation"
"NoDefault","Y",3250,"36months",0.1472,112.22,"C",1,21.67,0,7,0.765,30,"N","Y","N","Gp1","Gp3","N","debt_consolidation"
"NoDefault","Y",4800,"36months",0.0603,146.1,"A",7,3.1,0,8,0.549,14,"N","N","Y","Gp2","Gp2","N","debt_consolidation"
"NoDefault","Y",18000,"60months",0.1527,430.78,"C",2,15.31,1,16,0.735,55,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"NoDefault","Y",7800,"36months",0.0691,240.53,"A",0,15.05,1,10,0.514,32,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"NoDefault","Y",20000,"60months",0.1299,454.96,"C",1,7.18,1,8,0.444,25,"N","N","Y","Gp4","Gp5","Y","other"
"NoDefault","Y",7200,"36months",0.1037,233.58,"B",2,4.63,0,5,0.913,5,"N","N","N","Gp4","Gp3","Y","credit_card"
"NoDefault","Y",3000,"36months",0.079,93.88,"A",2,22.58,0,8,0.345,23,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"NoDefault","Y",25000,"60months",0.0999,531.06,"B",4,21.64,0,9,0.56,33,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",2500,"36months",0.1099,81.84,"B",1,19.66,1,5,0.592,27,"N","Y","N","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",14000,"36months",0.1189,464.3,"B",2,17.81,2,11,0.162,49,"N","N","Y","Gp1","Gp2","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1171,396.92,"B",1,24.16,2,9,0.733,39,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",7225,"36months",0.0692,222.83,"A",2,27.25,0,8,0.423,34,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1209,399.09,"C",1,21.03,1,5,0.854,22,"N","N","Y","Gp3","Gp4","N","business"
"NoDefault","Y",15000,"36months",0.1343,508.53,"C",4,12.69,2,5,0.245,7,"N","N","N","Gp4","Gp1","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1148,395.63,"B",0,1.01,1,9,0.121,27,"N","N","Y","Gp5","Gp1","N","other"
"NoDefault","Y",3500,"36months",0.1269,117.41,"B",0,15.78,1,19,0.549,22,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",6400,"60months",0.1719,159.72,"E",6,10.04,2,5,0.689,9,"N","N","N","Gp3","Gp2","N","luxury"
"NoDefault","Y",25000,"60months",0.1223,351.07,"C",2,8.1,2,9,0.414,27,"N","N","Y","Gp5","Gp5","Y","car"
"NoDefault","Y",3000,"36months",0.1825,108.84,"D",9,17.39,0,8,0.981,22,"N","N","Y","Gp3","Gp5","N","other"
"NoDefault","Y",25000,"60months",0.1599,607.82,"D",3,28.72,0,6,0.882,11,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",35000,"36months",0.1649,1080.57,"D",3,16.92,0,14,0.824,40,"N","N","Y","Gp5","Gp5","Y","business"
"NoDefault","Y",12000,"36months",0.1316,405.25,"C",10,17.96,1,11,0.095,25,"Y","Y","Y","Gp4","Gp1","N","other"
"NoDefault","Y",5000,"36months",0.1311,168.73,"C",9,16.65,0,6,0.981,22,"N","N","Y","Gp3","Gp5","N","credit_card"
"NoDefault","Y",16000,"60months",0.1825,408.48,"D",10,18.55,2,10,0.745,63,"Y","N","N","Gp5","Gp4","Y","debt_consolidation"
"NoDefault","Y",6000,"36months",0.1065,195.44,"B",1,15.41,3,13,0.201,26,"N","N","N","Gp2","Gp1","N","debt_consolidation"
"NoDefault","Y",16000,"36months",0.1059,520.72,"B",7,6.13,0,8,0.593,22,"N","N","Y","Gp4","Gp2","Y","debt_consolidation"
"NoDefault","Y",11800,"36months",0.1399,403.24,"C",5,4.6,1,10,0.427,41,"N","N","N","Gp5","Gp2","Y","debt_consolidation"
"NoDefault","Y",25000,"60months",0.1399,419.9,"C",0,5.14,5,5,0.083,14,"N","N","Y","Gp4","Gp1","Y","living_expenses"
"NoDefault","Y",9075,"36months",0.0749,282.25,"A",6,20.95,0,13,0.467,33,"N","N","Y","Gp4","Gp5","N","credit_card"
"NoDefault","Y",3000,"36months",0.1349,101.8,"C",1,18.11,0,4,0.832,7,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",10000,"36months",0.1484,345.88,"D",3,7.94,0,6,0.522,10,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",18000,"36months",0.1218,599.4,"B",2,10.61,1,12,0.222,19,"N","N","Y","Gp5","Gp5","N","credit_card"
"NoDefault","Y",15000,"36months",0.0788,469.21,"A",10,9.44,1,13,0.414,40,"Y","N","Y","Gp5","Gp5","N","debt_consolidation"
"NoDefault","N",4800,"36months",0.1261,160.84,"C",10,16.5,6,8,0.93,31,"Y","N","Y","Gp5","Gp5","Y","other"
"NoDefault","Y",6000,"36months",0.1128,197.23,"C",2,5.43,1,8,0.669,15,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"NoDefault","Y",20000,"36months",0.1864,729.49,"E",2,12.28,1,13,0.703,32,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"NoDefault","Y",5500,"36months",0.1461,189.62,"D",5,8.06,2,7,0.793,33,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"NoDefault","Y",11200,"36months",0.1204,372.22,"C",0,21.33,1,7,0.663,36,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"NoDefault","Y",8000,"60months",0.1372,184.99,"C",10,7.62,1,4,0.97,14,"Y","N","Y","Gp4","Gp4","N","debt_consolidation"
"NoDefault","Y",20000,"60months",0.1602,486.58,"D",10,17.37,2,16,0.355,33,"Y","N","Y","Gp4","Gp2","Y","living_expenses"
"NoDefault","Y",4200,"36months",0.1163,138.76,"B",10,14.15,4,11,0.162,13,"Y","N","N","Gp1","Gp1","N","other"
"NoDefault","Y",15000,"36months",0.1218,499.5,"B",4,10.19,2,6,0.721,24,"N","N","Y","Gp5","Gp4","N","living_expenses"
"NoDefault","Y",2000,"36months",0.1749,71.8,"D",1,9.58,0,3,0.848,4,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",3000,"36months",0.0603,91.31,"A",10,11.93,0,6,0.057,15,"Y","N","Y","Gp2","Gp1","N","luxury"
"NoDefault","Y",5000,"60months",0.0729,99.7,"A",8,4.92,0,12,0.108,28,"N","N","Y","Gp3","Gp3","N","car"
"NoDefault","Y",20000,"36months",0.1671,710.18,"F",4,20.09,1,19,0.743,28,"N","N","N","Gp3","Gp5","N","debt_consolidation"
"NoDefault","Y",1000,"36months",0.1398,34.17,"C",0,15.86,0,10,0.937,28,"N","N","N","Gp1","Gp3","N","living_expenses"
"NoDefault","Y",12000,"36months",0.079,375.49,"A",0,7.57,1,4,0.401,10,"N","N","Y","Gp2","Gp2","Y","debt_consolidation"
"NoDefault","Y",6000,"36months",0.1523,208.67,"C",0,13.67,1,2,0,3,"N","N","N","Gp1","Gp1","Y","living_expenses"
"NoDefault","Y",5275,"36months",0.0751,164.11,"A",5,6.79,1,13,0.114,37,"N","N","Y","Gp2","Gp2","N","other"
"NoDefault","Y",10000,"36months",0.0925,319.17,"B",2,10.72,0,16,0.428,32,"N","Y","N","Gp3","Gp3","Y","debt_consolidation"
"NoDefault","Y",1000,"36months",0.0894,31.78,"A",2,1.39,2,15,0.109,24,"N","N","Y","Gp5","Gp2","Y","debt_consolidation"
"NoDefault","Y",5000,"60months",0.1825,127.65,"D",0,4.18,1,5,0.878,9,"N","N","Y","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",20000,"36months",0.1899,733.02,"F",8,19.98,3,8,0.943,19,"N","N","Y","Gp5","Gp5","Y","business"
"NoDefault","Y",3500,"36months",0.1349,118.76,"C",10,2.49,0,3,0,14,"Y","Y","Y","Gp2","Gp5","N","other"
"NoDefault","Y",4925,"36months",0.1149,162.39,"B",0,11.14,0,8,0.244,17,"N","N","N","Gp2","Gp2","Y","credit_card"
"NoDefault","Y",3200,"36months",0.0699,98.8,"A",6,11.1,0,5,0.096,11,"N","N","Y","Gp2","Gp1","Y","debt_consolidation"
"NoDefault","Y",3600,"36months",0.1099,117.85,"B",2,10.84,0,3,0.534,5,"N","N","N","Gp1","Gp2","N","living_expenses"
"NoDefault","Y",14000,"36months",0.089,444.55,"A",5,6.2,0,11,0.731,32,"N","N","Y","Gp5","Gp5","N","credit_card"
"NoDefault","Y",3000,"36months",0.1038,97.34,"B",2,15.21,0,11,0.659,21,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"NoDefault","Y",10400,"36months",0.1635,367.43,"E",9,17.45,1,5,0.868,13,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"NoDefault","Y",6000,"36months",0.0999,193.58,"B",3,14.38,0,10,0.753,23,"N","N","N","Gp5","Gp5","N","debt_consolidation"
"NoDefault","Y",8000,"36months",0.0692,246.73,"A",3,4.13,0,10,0,17,"N","N","Y","Gp4","Gp1","N","debt_consolidation"
"NoDefault","Y",18000,"36months",0.1171,595.37,"B",0,0.76,0,4,0.172,8,"N","N","N","Gp5","Gp1","Y","debt_consolidation"
"NoDefault","Y",24000,"60months",0.1799,609.32,"E",10,18.8,0,8,0.708,25,"Y","N","N","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",6000,"36months",0.1148,197.82,"B",7,15.67,1,5,0.487,9,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",18000,"36months",0.1059,585.81,"B",2,7.86,0,9,0.667,17,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",8000,"36months",0.1435,274.79,"C",10,14.28,0,15,0.746,38,"Y","N","Y","Gp5","Gp5","Y","living_expenses"
"NoDefault","Y",7500,"36months",0.0988,241.58,"B",3,7.74,0,9,0.58,14,"N","N","N","Gp4","Gp3","N","living_expenses"
"NoDefault","Y",5600,"60months",0.1756,140.87,"E",4,7.54,2,3,0.302,4,"N","Y","Y","Gp2","Gp1","Y","luxury"
"NoDefault","Y",22000,"60months",0.1454,518.09,"D",10,4.17,5,3,0,24,"Y","N","Y","Gp3","Gp1","Y","living_expenses"
"NoDefault","Y",15000,"36months",0.1186,497.22,"B",6,16.91,1,12,0.472,31,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",6250,"36months",0.1531,217.6,"D",0,13.73,0,4,0.994,6,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",20000,"36months",0.0654,62.87,"A",10,20.96,2,8,0.594,28,"Y","N","Y","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",4000,"36months",0.1036,129.75,"B",2,13.31,0,13,0.753,28,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"NoDefault","Y",18900,"36months",0.1014,611.1,"B",1,9.79,0,3,0,20,"N","N","Y","Gp2","Gp1","N","other"
"NoDefault","Y",20000,"36months",0.089,635.07,"A",6,7.8,2,6,0.354,14,"N","N","N","Gp4","Gp4","Y","living_expenses"
"NoDefault","Y",5000,"36months",0.1186,165.74,"B",2,9.55,0,4,0.449,6,"N","N","N","Gp4","Gp2","N","other"
"NoDefault","Y",5000,"36months",0.0676,153.84,"A",5,9.91,0,12,0.112,28,"N","N","Y","Gp4","Gp2","N","luxury"
"NoDefault","Y",24000,"60months",0.1361,553.6,"C",10,2.32,0,8,0.298,26,"Y","Y","Y","Gp5","Gp2","Y","debt_consolidation"
"NoDefault","Y",25000,"36months",0.1149,824.29,"B",10,16.31,1,11,0.563,29,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"NoDefault","Y",11200,"60months",0.1361,258.35,"C",2,11.26,1,3,0,4,"N","N","Y","Gp1","Gp1","Y","living_expenses"
"NoDefault","Y",9000,"36months",0.1399,307.56,"C",10,14.28,1,6,0.979,13,"Y","N","N","Gp3","Gp3","N","credit_card"
"NoDefault","Y",20000,"60months",0.1903,355.62,"E",5,18.06,0,11,0.974,28,"N","N","N","Gp3","Gp5","Y","credit_card"
"NoDefault","Y",16000,"60months",0.1558,385.53,"D",5,5.21,1,7,0.58,29,"N","Y","Y","Gp5","Gp4","Y","debt_consolidation"
"NoDefault","Y",13000,"36months",0.1037,421.74,"B",10,3.97,1,7,0.487,24,"Y","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",10000,"36months",0.0699,308.73,"A",6,3.73,0,5,0.016,13,"N","N","Y","Gp4","Gp3","N","debt_consolidation"
"NoDefault","Y",3500,"36months",0.1565,122.46,"D",1,12,0,6,0.953,9,"N","Y","N","Gp1","Gp1","N","living_expenses"
"NoDefault","Y",2525,"36months",0.1398,86.28,"C",4,2.36,1,2,0.946,10,"N","N","N","Gp3","Gp1","Y","debt_consolidation"
"NoDefault","Y",1500,"36months",0.0751,46.67,"A",6,9.76,0,6,0.524,10,"N","N","N","Gp1","Gp2","Y","living_expenses"
"NoDefault","Y",10000,"36months",0.0788,312.82,"A",8,1.06,4,9,0.05,46,"N","N","Y","Gp5","Gp2","Y","living_expenses"
"NoDefault","Y",25000,"36months",0.1008,587.14,"B",2,4.51,0,9,0.395,39,"N","N","Y","Gp5","Gp1","Y","luxury"
"NoDefault","Y",10000,"36months",0.1059,325.45,"B",0,22.39,2,16,0.414,19,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"NoDefault","Y",14275,"60months",0.203,380.59,"E",6,19.31,2,10,0.818,20,"N","N","Y","Gp3","Gp3","Y","living_expenses"
"NoDefault","Y",3600,"36months",0.1629,127.09,"D",2,14.24,3,3,0.38,7,"N","N","Y","Gp2","Gp1","Y","luxury"
"NoDefault","Y",19000,"60months",0.183,316.91,"F",10,14.23,0,7,0.685,16,"Y","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",9925,"36months",0.0662,304.74,"A",0,20.95,0,10,0.603,36,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"NoDefault","Y",2500,"36months",0.1527,87,"C",6,15.27,1,8,0.673,11,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",6000,"36months",0.079,187.75,"A",2,16.58,0,10,0.176,14,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",15000,"36months",0.1323,507.08,"C",10,22.69,0,7,0.575,21,"Y","N","Y","Gp3","Gp2","Y","debt_consolidation"
"NoDefault","Y",4800,"60months",0.1075,103.77,"B",4,22.53,1,10,0.402,27,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"NoDefault","Y",12050,"60months",0.1111,262.66,"B",6,11.43,0,7,0.709,23,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",17000,"60months",0.1065,366.67,"B",10,13.02,0,6,0.151,8,"Y","N","Y","Gp1","Gp2","Y","business"
"NoDefault","Y",12000,"36months",0.0859,379.33,"A",0,9.45,1,6,0.058,18,"N","N","Y","Gp3","Gp2","N","other"
"NoDefault","Y",7500,"36months",0.1269,251.59,"B",5,4.41,2,15,0.355,22,"N","N","N","Gp3","Gp2","N","credit_card"
"NoDefault","Y",8000,"36months",0.0751,248.88,"A",5,9.08,0,12,0.217,25,"N","N","Y","Gp3","Gp3","N","debt_consolidation"
"NoDefault","Y",24000,"60months",0.1323,548.91,"C",2,14.35,3,12,0.072,26,"N","N","Y","Gp4","Gp1","Y","car"
"NoDefault","Y",5000,"36months",0.1298,168.43,"C",0,1.55,0,4,0.717,5,"N","N","N","Gp2","Gp1","Y","debt_consolidation"
"NoDefault","Y",4800,"36months",0.0699,148.19,"A",1,18.96,0,8,0.374,21,"N","N","Y","Gp4","Gp4","N","luxury"
"NoDefault","Y",25000,"60months",0.1479,592,"C",10,16.84,1,8,0.456,18,"Y","N","N","Gp3","Gp3","Y","credit_card"
"NoDefault","Y",10000,"36months",0.08,313.37,"A",1,23.01,0,7,0.139,26,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"NoDefault","Y",13000,"36months",0.1311,438.69,"C",2,18.68,3,9,0.499,19,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","Y",14000,"60months",0.1677,346.21,"D",1,18.39,0,12,0.675,33,"N","N","Y","Gp5","Gp5","N","debt_consolidation"
"NoDefault","Y",1750,"36months",0.1114,57.41,"B",2,8.02,0,4,0.149,5,"N","N","N","Gp1","Gp1","N","credit_card"
"NoDefault","Y",10000,"36months",0.1399,341.73,"C",0,14.27,1,15,0.726,37,"N","N","Y","Gp5","Gp5","Y","luxury"
"NoDefault","Y",8000,"36months",0.0729,248.08,"A",5,18.03,0,8,0.77,13,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"NoDefault","N",8150,"36months",0.1059,265.25,"C",1,6.7,8,8,0.417,36,"N","N","Y","Gp5","Gp3","N","living_expenses"
